chunk_id,text,document_name,page_number,total_pages
Chapter 16.pdf_p8_c0,"16.3 What is Required of Postd. Maint. Prog. (contd)? • Suppose a defect report is handed to a maintenance programmer – Recall that a “defect” is a generic term for a fault, failure, or error • What is the cause? – Nothing may be wrong – The user manual may be wrong, not the code – Usually, however, there is a fault in the code",Chapter 16.pdf,8,34
Chapter 16.pdf_p9_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance? – What tools does the maintenance programmer have to find the fault? • The defect report filed by user • The source code • And often nothing else,Chapter 16.pdf,9,34
Chapter 16.pdf_p10_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – A maintenance programmer must therefore have superb debugging skills • The fault could lie anywhere within the product • The original cause of the fault might lie in the by now nonexistent specifications or design artifacts,Chapter 16.pdf,10,34
Chapter 16.pdf_p11_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – Suppose that the maintenance programmer has located the fault – Problem: • How to fix it without introducing a regression fault,Chapter 16.pdf,11,34
Chapter 16.pdf_p12_c0,"16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – How to minimize regression faults • Consult the detailed documentation for the product as a whole • Consult the detailed documentation for each individual module – What usually happens • There is no documentation at all, or • The documentation is incomplete, or • The documentation is faulty",Chapter 16.pdf,12,34
Chapter 16.pdf_p13_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – The programmer must deduce from the source code itself all the information needed to avoid introducing a regression fault – The programmer now changes the source code,Chapter 16.pdf,13,34
Chapter 16.pdf_p14_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – The programmer now must: • Test that the modification works correctly – Using specially constructed test cases • Check for regression faults – Using stored test data • Add the specially constructed test cases to the stored test data for future regression testing • Document all changes,Chapter 16.pdf,14,34
Chapter 16.pdf_p15_c0,16.3 What is Required of Postd. Maint. Prog. (contd)? • Corrective Maintenance (contd)? – Major skills are required for corrective maintenance • Superb diagnostic skills • Superb testing skills • Superb documentation skills,Chapter 16.pdf,15,34
Chapter 16.pdf_p16_c0,"16.3 What is Required of Postd. Maint. Prog. (contd)? • Adaptive and Perfective Maintenance? – The maintenance programmer must go through the requirements, specifications, design and implementation workflows, using the existing product as a starting point – For some changes, additional code artifacts have to be designed and implemented – In other cases, changes to the design and implementation of existing code artifacts are needed",Chapter 16.pdf,16,34
Chapter 16.pdf_p17_c0,"16.3 What is Required of Postd. Maint. Prog. (contd)? • Adaptive and Perfective Maintenance (contd)? – When programs are developed • Specifications are produced by analysis experts • Designs are produced by design experts • Code is produced by programming experts – But a maintenance programmer must be expert in all three areas, and also in • Testing, and • Documentation",Chapter 16.pdf,17,34
Chapter 16.pdf_p18_c0,"16.3 What is Required of Postd. Maint. Prog. (contd)? • Conclusion – No form of maintenance • Is a task for an unsupervised beginner, or • Should be done by a less skilled computer professional",Chapter 16.pdf,18,34
Chapter 16.pdf_p19_c0,"The Rewards of Maintenance • Maintenance is a thankless task in every way – Maintainers deal with dissatisfied users – If the user were happy, the product would not need maintenance – The user’s problems are often caused by the individuals who developed the product, not the maintainer – The code itself may be badly written – Postdelivery maintenance is looked down on by many software developers – Unless good maintenance service is provided, the",Chapter 16.pdf,19,34
Chapter 16.pdf_p19_c1,"looked down on by many software developers – Unless good maintenance service is provided, the client will take future development business elsewhere – Postdelivery maintenance is the most challenging aspect of software production — and the most thankless",Chapter 16.pdf,19,34
Chapter 16.pdf_p20_c0,"The Rewards of Maintenance (contd) • How can this situation be changed? – Managers must assign maintenance to their best programmers, and – Pay them accordingly",Chapter 16.pdf,20,34
Chapter 16.pdf_p21_c0,"16.5.1 Defect Reports • We need a mechanism for changing a product • If the product appears to function incorrectly, the user files a defect report – It must include enough information to enable the maintenance programmer to recreate the problem • Ideally, every defect should be fixed immediately – In practice, an immediate preliminary investigation is the best we can do",Chapter 16.pdf,21,34
Chapter 16.pdf_p22_c0,"Defect Reports • The maintenance programmer should first consult the defect report file • It contains – All reported defects not yet fixed, and – Suggestions for working around them",Chapter 16.pdf,22,34
Chapter 16.pdf_p23_c0,If the Defect Has Been Previously Reported • Give the information in the defect report file to the user,Chapter 16.pdf,23,34
Chapter 16.pdf_p24_c0,"If it Is a New Defect • The maintenance programmer should try to find – The cause, – A way to fix it, and – A way to work around the problem • The new defect is now filed in the defect report file, together with supporting documentation",Chapter 16.pdf,24,34
Chapter 16.pdf_p25_c0,If it Is a New Defect (contd) • The file should also contain the client’s requests for perfective and adaptive maintenance – The contents of the file must be prioritized by the manager in charge of postdelivery maintenance – The next modification is the one with the highest priority • Copies of defect reports must be circulated to all – Including: An estimate of when the defect can be fixed • If the same failure,Chapter 16.pdf,25,34
Chapter 16.pdf_p25_c1,"Including: An estimate of when the defect can be fixed • If the same failure occurs at another site, the user can determine – If it is possible to work around the defect, and – How long until it can be fixed",Chapter 16.pdf,25,34
Chapter 16.pdf_p26_c0,"Management of Postdelivery Mainten. (contd) • In an ideal world – We fix every defect immediately – Then we distribute the new version of the product to all the sites • In the real world – We distribute defect reports to all sites – We do not have the staff for instant maintenance – It is cheaper to make a number of changes at the same time, particularly if there are multiple sites",Chapter 16.pdf,26,34
Chapter 16.pdf_p27_c0,"16.5.3 Ensuring Maintainability • Maintenance is not a one-time effort • We must plan for maintenance over the entire life cycle – Design workflow — use information-hiding techniques – Implementation workflow — select variable names meaningful to future maintenance programmers – Documentation must be complete and correct, and reflect the current version of every artifact",Chapter 16.pdf,27,34
Chapter 16.pdf_p28_c0,16.5.4 The Problem of Repeated Maintenance • The moving target problem is frustrating to the development team • Frequent changes have an adverse effect on the maintainability of the product,Chapter 16.pdf,28,34
Chapter 16.pdf_p29_c0,The Moving Target Problem • The problem is exacerbated during postdelivery maintenance • The more changes there are – The more the product deviates from its original design – The more difficult further changes become – Documentation becomes even less reliable than usual – Regression testing files are not up to date – A total rewrite may be needed for further maintenance,Chapter 16.pdf,29,34
Chapter 16.pdf_p30_c0,"The Moving Target Problem (contd) • Apparent solution – Freeze the specifications once they have been signed off until delivery of the product – After each request for perfective maintenance, freeze the specifications for (say) 3 months or 1 year • In practice – The client can order changes the next day – If willing to pay the price, the client can order changes on a daily basis",Chapter 16.pdf,30,34
Chapter 16.pdf_p31_c0,"16.7 Postdelivery Maintenance versus Development Skills • The skills needed for maintenance include – The ability to determine the cause of failure of a large product – The ability to function effectively without adequate documentation – Skills in analysis, design, implementation, and testing",Chapter 16.pdf,31,34
Chapter 16.pdf_p32_c0,"16.8 Reverse Engineering • When the only documentation for postdelivery maintenance is the code itself – Start with the code – Recreate the design – Recreate the specifications (extremely hard) – CASE tools can help (flowcharters, other visual aids)",Chapter 16.pdf,32,34
Chapter 16.pdf_p33_c0,16.8 Reverse Engineering (contd) • What if we have only the executable code? – Treat the product as a black box – Deduce the specifications from the behavior of the current product – The reconstructed specifications are modified as required and a new version of the product is forward engineered from those specifications,Chapter 16.pdf,33,34
Chapter 16.pdf_p34_c0,"16.13 Challenges of Postdelivery Maintenance • The chapter describes numerous challenges • The hardest challenge to solve – Maintenance is harder than development, but – Developers tend to look down on maintainers, and – Are frequently paid more",Chapter 16.pdf,34,34
Chapter 15.pdf_p2_c0,15.6 Integration • The approach up to now: – Implementation followed by integration • This is a poor approach • Better: – Combine implementation and integration methodically,Chapter 15.pdf,2,19
Chapter 15.pdf_p3_c0,Product with 13 Modules Figure 15.6,Chapter 15.pdf,3,19
Chapter 15.pdf_p4_c0,"Implementation, Then Integration • Code and test each code artifact separately • Link all 13 artifacts together, test the product as a whole • Stub: Empty artifact • Driver: A code artifact that calls the artifact under test one or more times",Chapter 15.pdf,4,19
Chapter 15.pdf_p5_c0,"Drivers and Stubs • To test artifact a, artifacts b,c,d must be stubs – An empty artifact, or – Prints a message, or – Returns value corresponding to preplanned test cases • To test artifact h on its own requires a driver, which calls it – Once, or – Several times, or – Many times, each time checking the value returned • Testing artifact d requires a driver and two stubs",Chapter 15.pdf,5,19
Chapter 15.pdf_p6_c0,"Implementation, Then Integration (contd) • Problem 1 – Stubs and drivers must be written, then thrown away after unit testing is complete • Problem 2 – Lack of fault isolation – A fault could lie in any of the 13 artifacts or 13 interfaces – In a large product with, say, 103 artifacts and 108 interfaces, there are 211 places where a fault might lie • Solution to both problems – Combine unit and integration",Chapter 15.pdf,6,19
Chapter 15.pdf_p6_c1,where a fault might lie • Solution to both problems – Combine unit and integration testing,Chapter 15.pdf,6,19
Chapter 15.pdf_p7_c0,"15.6.1 Top-down Integration • If code artifact mAbove sends a message to artifact mBelow, then mAbove is implemented and integrated before mBelow • One possible top- down ordering is – a, b, c, d, e, f, g, h, i, j, k, l ,m Figure 15.6 (again)",Chapter 15.pdf,7,19
Chapter 15.pdf_p8_c0,15.6.1 Top-down Integration (contd) • Advantage 1: Fault isolation – A previously successful test case fails when mNew is added to what has been tested so far • The fault must lie in mNew or the interface(s) between mNew and the rest of the product • Advantage 2: Stubs are not wasted – Each stub is expanded into the corresponding complete artifact at the appropriate step,Chapter 15.pdf,8,19
Chapter 15.pdf_p9_c0,"15.6.2 Bottom-up Integration • If code artifact mAbove calls code artifact mBelow, then mBelow is implemented and integrated before mAbove • One possible bottom-up ordering is l, m, h, i, j, k, e, f, g, b, c, d, a Figure 15.6 (again)",Chapter 15.pdf,9,19
Chapter 15.pdf_p10_c0,"15.6.2 Bottom-up Integration (contd) • Advantage 1 – Operational artifacts are thoroughly tested • Advantage 2 – Operational artifacts are tested with drivers, not by fault shielding, defensively programmed artifacts • Advantage 3 – Fault isolation",Chapter 15.pdf,10,19
Chapter 15.pdf_p11_c0,15.6.2 Bottom-up Integration (contd) • Difficulty 1 – Major design faults are detected late • Solution – Combine top-down and bottom-up strategies making use of their strengths and minimizing their weaknesses,Chapter 15.pdf,11,19
Chapter 15.pdf_p12_c0,"15.6.3 Sandwich Integration • Logic artifacts are integrated top-down • Operational artifacts are integrated bottom-up • Finally, the interfaces between the two groups are tested Figure 15.7",Chapter 15.pdf,12,19
Chapter 15.pdf_p13_c0,15.6.1 Top-down Integration (contd) – Logic artifacts include the decision-making flow of control – Operational artifacts perform the actual operations of the product – The logic artifacts are implemented and integrated before the operational artifacts,Chapter 15.pdf,13,19
Chapter 15.pdf_p14_c0,15.6.3 Sandwich Integration (contd) • Advantage 1 – Major design faults are caught early • Advantage 2 – Operational artifacts are thoroughly tested – They may be reused with confidence • Advantage 3 – There is fault isolation at all times,Chapter 15.pdf,14,19
Chapter 15.pdf_p15_c0,"15.11 Black-Box Unit-testing Techniques • Neither exhaustive testing to specifications nor exhaustive testing to code is feasible • The art of testing: – Select a small, manageable set of test cases to – Maximize the chances of detecting a fault, while – Minimizing the chances of wasting a test case • Every test case must detect a previously undetected fault",Chapter 15.pdf,15,19
Chapter 15.pdf_p16_c0,"15.11.1 Equivalence Testing and Boundary Value Analysis • Example – The specifications for a DBMS state that the product must handle any number of records between 1 and 16,383 (214 – 1) – If the system can handle 34 records and 14,870 records, then it probably will work fine for 8,252 records • If the system works for any one test case in the range (1..16,383), then it will probably work for any other test",Chapter 15.pdf,16,19
Chapter 15.pdf_p16_c1,"test case in the range (1..16,383), then it will probably work for any other test case in the range – Range (1..16,383) constitutes an equivalence class",Chapter 15.pdf,16,19
Chapter 15.pdf_p17_c0,"Equivalence Testing • Any one member of an equivalence class is as good a test case as any other member of the equivalence class • Range (1..16,383) defines three different equivalence classes: – Equivalence Class 1: Less than 1 record – Equivalence Class 2: From 1 through 16,383 records – Equivalence Class 3: More than 16,383 records",Chapter 15.pdf,17,19
Chapter 15.pdf_p18_c0,Boundary Value Analysis • Select test cases on or just to one side of the boundary of equivalence classes – This greatly increases the probability of detecting a fault (see next slide for example),Chapter 15.pdf,18,19
Chapter 15.pdf_p19_c0,"Equivalence Testing and Boundary Value Analysis • Test case 1: 0 records Member of equivalence class 1 and adjacent to boundary value • Test case 2: 1 record Boundary value • Test case 3: 2 records Adjacent to boundary value • Test case 4: 723 records Member of equivalence class 2 • Test case 5: 16,382 records Adjacent to boundary value • Test case 6: 16,383 records Boundary value • Test case 7: 16,384 records",Chapter 15.pdf,19,19
Chapter 15.pdf_p19_c1,"value • Test case 6: 16,383 records Boundary value • Test case 7: 16,384 records Adjacent to boundary value • Test case 8: 19000 records Member of equivalence class 3",Chapter 15.pdf,19,19
